name,location,rating,description
فندق بوينت تقسيم,"بيوغلو, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع فندق بوينت على بعد 500 متر فقط من ميدان تقسيم ويبعد مسافة أقل من 1 كم من مركز مؤتمرات لطفي قردار، كما يوفر غرفاً مزودة بخدمة الواي فاي المجانية في مدينة إسطنبول العصرية، ويتوفر للضيوف إمكانية...
فندق نوبل,"مرسين
– اعرض على الخارطة",جيد جداً,يقع Nobel Hotel في مركز مدينة مرسين على بعد كيلومتر واحد من ساحل البحر المتوسط. يوفر غرف مكيفة مع خدمة الواي فاي مجانًا، كما يضم مطعم يقدم المأكولات الإقليمية.
Lavender Residence,"سوجاك
– اعرض على الخارطة",,يقع Lavender Residence على بعد 15 كم من نوفادا أوتليت سوكي، ويوفر مكان إقامة في Soğucak مع إمكانية استخدام مركز السبا، تضم هذه الشقة مسبحًا خاصًا ومسبحًا موسميًا في الهواء الطلق ومطعمًا.
فندق كاراكوي بورت,"بيوغلو, إسطنبول
– اعرض على الخارطة",رائع,يوفر فندق كاراكوي بورت إطلالة على البحر، ويتميز بموقع مركزي في منطقة توفان، كما يضم هذا الفندق مطعم مع تراس يوفر إطلالات بانورامية على البحر، ويشتمل على غرف فاخرة ذات ديكور أنيق، بالإضافة لخدمة الواي...
مانيسول أولد سيتي بسفور,"فاتح, إسطنبول
– اعرض على الخارطة",جيد,يقع مانيسول أولد سيتي بسفور في شبه الجزيرة التاريخية على بعد بضع خطوات من البحر، ويوفر غرفًا تتميز بتصميم فني عصري.
فندق يوروستارز أوولد سيتي,"فاتح, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع هذا الفندق على بعد 70 متر فقط من محطة إسطنبول سيركيجي للسكك الحديدية، ويبعد مسافة 12 دقيقة سيراً على الأقدام عن آيا صوفيا وكاتدرائية الصهريج، ويبعد كل من جسر غالاتا وبازار التوابل 4 دقائق سيراً...
فندق ذا جرين بارك أنقرة,"أنقرة
– اعرض على الخارطة",جيد,يضم Green Park Hotel Ankara ذو ال5 نجوم مسبح داخلي ومركز صحي مجاني ويقع في أنقرة. يوفر مكان الإقامة مطعم ومركز للياقة البدنية مجاني وخدمة الواي فاي المجانية في جميع الأنحاء.
فندق بوتيك اوغلكجي اوغلو بارك,"كوناك, إزمير
– اعرض على الخارطة",رائع,يقع فندق بوتيك اوغلكجي اوغلو بارك على بعد 100 متر من محطات باسماني للمترو والسكك الحديدية، ويقدم غرف مع خدمة الواي فاي المجانية ومرافق عصرية. كما يقدم الفندق أيضاً وجبة إفطار مجانية في وقت متأخر.
بيرك غيست هاوس - غراندماز هاوس,"فاتح, إسطنبول
– اعرض على الخارطة",ممتاز,يقع فندق Berk في منطقة السلطان أحمد على بعد دقيقتين سيراً على الأقدام من المسجد الأزرق ويوفّر تراساً على السطح. ويشتمل على غرف تقدّم خدمة واي فاي مجانيّة.
فندق سفالين,"Gaziemir, إزمير
– اعرض على الخارطة",ممتاز,يتمتع Svalinn Hotel بموقع مريح في حي غازيمير، ويضم مركز سبا وتراس، ويقدم مجموعة واسعة من المرافق مثل الساونا والجيم، كما يوفر خدمة الواي فاي مجاناً في كافة أنحاء مكان الإقامة بالإضافة إلى مواقف مجانية...
فندق رينيسانس بولات اسطنبول,"باكيركوي, إسطنبول
– اعرض على الخارطة",جيد جداً,يتميز فندق رينيسانس بولات إسطنبول الفاخر من فئة 5 نجوم بموقع ممتاز في يسيليُورت، على بُعد 230 متر فقط من الشاطئ، ويوفر إطلالة بانورامية على بحر مرمرة، كما يحتوي على مسابح كبيرة فريدة من نوعها ومنطقة...
ليبيرتي هوتيلز أولودينيز,"وسط مدينة أولودينيز, أولدينيس
– اعرض على الخارطة",جيد جداً,يقع ليبيرتي هوتيلز أولودينيز مقابل شاطئ البحيرة الزرقاء في أولودينيز ووسط الحدائق الاستوائية المورقة، ويشتمل على مسبح خارجي كبير، ويوفر خدمة واي فاي مجانًا، فيما تشتمل غرف الضيوف العصرية على شرفة...
اكينوكس سويت & أبارت اوتيل,"طرابزون
– اعرض على الخارطة",جيد جداً,يقع Ekinos Suit & Apart Otel في بوستانشي ويوفر مكان إقامة مع شرفة وخدمة الواي فاي مجاناً، تحتوي الوحدات على مطبخ مجهز بالكامل مع ثلاجة وغلاية وموقد مسطح.
Cheers Printhouse Hotel,"فاتح, إسطنبول
– اعرض على الخارطة",رائع,يتم تقديم وجبة إفطار كونتيننتال مجانية كل صباح في فندق The Print House والذي كان سابقاً مطبعة تم تحويلها إلى فندق.
غراند حياة اسطنبول,"شيشلي, إسطنبول
– اعرض على الخارطة",رائع,يقع هذا الفندق الفاخر في قلب مدينة إسطنبول، على بُعد مسافة قصيرة سيراً على الأقدام من ميدان تقسيم ومراكز المعارض والمؤتمرات الرئيسية، ويقدم مسبح خارجي وسبا ومركز رياضي وقاعات اجتماعات عصرية.
فندق وايت غاردن,"بلدة كاليسي القديمة, أنطاليا
– اعرض على الخارطة",ممتاز,يتميز هذا البنسيون بهندسة معمارية على الطراز الكاليسي ويضم مسبحًا خارجيًا وساحة فناء وتراسًا على السطح مع إطلالات على جبال طوروس والبحر الأبيض المتوسط، ويتم تسخين المياه في الغرف بالطاقة الشمسية.
SOTA Cappadocia,"أوروغوب
– اعرض على الخارطة",استثنائي,يقع فندق SOTA Cappadocia في مدينة أوروغوبْ، على بُعد 800 م من دير نيكولوس، ويضم حديقة وتراسًا، ويقع الفندق على بعد 15 كم من كنيسة آبل، ويوفر صالة مشتركة وبار.
فندق نوردسترين غالاتا,"بيوغلو, إسطنبول
– اعرض على الخارطة",رائع,يتميز فندق نوردسترين غالاتا بموقع مريح، حيث يقع في غالاتا في حي كاراكوي في مبنى تاريخي بسقف مرتفع يعود لـ120 سنة، كما يحتوي هذا الفندق على غرف مصممة بأناقة وتراس ذو إطلالات بانورامية على البحر.
فنادق بنتلي باي مولتون - سبيشال كلاس,"شيشلي, إسطنبول
– اعرض على الخارطة",جيد,تتميز فنادق بنتلي باي مولتون بموقع مركزي في إسطنبول، حيث تقع على بعد بضع خطوات فقط من حي التسوق والأزياء الشهير نيشانتاشي، كما توفر مكان إقامة يتميز بديكور على الطراز الإيطالي وخدمة الواي فاي مجانًا...
فندق مولتون كاباتاس,"بيوغلو, إسطنبول
– اعرض على الخارطة",نقاط التعليقات,يقع فندق مولتون كاباتاش على بعد خطوات قليلة من ساحل البوسفور وعلى مسافة 300 متر من محطة ترام كاباتاش. ويقدم غرفًا بالخدمة الذاتية مع خدمة الواي فاي مجانًا وتلفزيون بشاشة مسطحة وتكييف هواء.
فندق هيش كونيا,"وسط مدينة كونيا, كونيا
– اعرض على الخارطة",ممتاز,يقع hich hotel konya في قلب مدينة كونيا وعلى مسافة دقيقة واحدة فقط سيراً على الأقدام من متحف مولانا.
